25	50	70	2.11
25	50	80	1.64
25	50	90	1.29
25	50	100	1.05
25	50	110	0.93
25	50	120	0.94
25	100	25	26.3
25	100	30	24.29
25	100	40	20.49
25	100	50	17
25	100	60	13.91
25	100	70	11.25
25	100	80	9.1
25	100	90	7.5
25	100	100	6.52
25	100	110	6.2
25	100	120	6.61
25	200	25	115.63
25	200	30	108.12
25	200	40	93.82
25	200	50	80.72
25	200	60	69.15
25	200	70	59.39
25	200	80	51.77
25	200	90	46.58
25	200	100	44.14
25	200	110	44.75
25	200	120	48.72
25	300	25	283.23
25	50	25	5.44
25	50	30	4.98
25	50	40	4.12
25	50	50	3.35
25	50	60	2.68
25	300	30	268.33
25	300	40	239.75
25	300	50	213.39
25	300	60	189.92
25	300	70	170.03
25	300	80	154.4
25	300	90	143.72
25	300	100	138.67
25	300	110	139.92
25	300	120	148.18
50	50	25	11.62
50	50	30	10.73
50	50	40	9.04
50	50	50	7.49
50	50	60	6.1
50	50	70	4.9
50	50	80	3.91
50	50	90	3.15
50	50	100	2.64
50	50	110	2.4
50	50	120	2.45
50	100	25	56.43
50	100	30	52.66
50	100	40	45.29
50	100	50	38.33
50	100	60	31.94
50	100	70	26.33
50	100	80	21.67
50	100	90	18.14
50	100	100	15.95
50	100	110	15.26
50	100	120	16.28
50	200	25	251.23
50	200	30	237.05
50	200	40	209.51
50	200	50	183.76
50	200	60	160.64
50	200	70	140.98
50	200	80	125.62
50	200	90	115.4
50	200	100	111.14
50	200	110	113.68
50	200	120	123.86
50	300	25	609.69
50	300	30	581.8
50	300	40	527.97
50	300	50	478.01
50	300	60	433.49
50	300	70	395.97
50	300	80	367.01
50	300	90	348.17
50	300	100	341.01
50	300	110	347.09
50	300	120	367.97
100	25	25	4.84
100	25	30	4.48
100	25	40	3.81
100	25	50	3.2
100	25	60	2.66
100	25	70	2.2
100	25	80	1.82
100	25	90	1.53
100	25	100	1.34
100	25	110	1.26
100	25	120	1.28
100	50	25	28
100	50	30	25.98
100	50	40	22.12
100	50	50	18.53
100	50	60	15.29
100	50	70	12.47
100	50	80	10.12
100	50	90	8.33
100	50	100	7.16
100	50	110	6.68
100	50	120	6.95
100	100	25	135.28
100	100	30	127.13
100	100	40	110.94
100	100	50	95.33
100	100	60	80.83
100	100	70	67.97
100	100	80	57.27
100	100	90	49.28
100	100	100	44.52
100	100	110	43.53
100	100	120	46.84
100	200	25	605.34
100	200	30	578.11
100	200	40	522.8
100	200	50	468.6
100	200	60	418.24
100	200	70	374.42
100	200	80	339.86
100	200	90	317.25
100	200	100	309.32
100	200	110	318.77
100	200	120	348.31
200	25	25	11.26
200	25	30	10.52
200	25	40	9.19
200	25	50	8.04
200	25	60	7.08
200	25	70	6.32
200	25	80	5.77
200	25	90	5.43
200	25	100	5.33
200	25	110	5.47
200	25	120	5.85
200	50	25	65.67
200	50	30	61.61
200	50	40	53.87
200	50	50	46.8
200	50	60	40.54
200	50	70	35.23
200	50	80	31.04
200	50	90	28.1
200	50	100	26.57
200	50	110	26.59
200	50	120	28.32
200	100	25	329.08
200	100	30	313.11
200	100	40	280.76
200	100	50	249.06
200	100	60	219.44
200	100	70	193.33
200	100	80	172.17
200	100	90	157.39
200	100	100	150.41
200	100	110	152.68
200	100	120	165.62
200	200	25	1542
200	200	30	1499
200	200	40	1398
200	200	50	1285
200	200	60	1173
200	200	70	1072
200	200	80	994.69
200	200	90	951.39
200	200	100	953.71
200	200	110	1013
200	200	120	1141
300	25	25	18.85
300	25	30	18.19
300	25	40	16.97
300	25	50	15.89
300	25	60	15
300	25	70	14.36
300	25	80	13.99
300	25	90	13.94
300	25	100	14.26
300	25	110	14.98
300	25	120	16.15
300	50	25	112.53
300	50	30	107.88
300	50	40	98.61
300	50	50	89.75
300	50	60	81.68
300	50	70	74.82
300	50	80	69.55
300	50	90	66.28
300	50	100	65.4
300	50	110	67.32
300	50	120	72.43
300	100	25	581.41
300	100	30	561.75
300	100	40	519.62
300	100	50	476.25
300	100	60	434.64
300	100	70	397.81
300	100	80	368.77
300	100	90	350.53
300	100	100	346.11
300	100	110	358.51
300	100	120	390.75
300	200	25	2831
300	200	30	2759
300	200	40	2592
300	200	50	2413
300	200	60	2242
300	200	70	2101
300	200	80	2010
300	200	90	1990
300	200	100	2063
300	200	110	2249
300	200	120	2570
500	13	25	8.35
500	13	30	8.19
500	13	40	8.44
500	13	50	9.12
500	13	60	9.91
500	13	70	10.62
500	13	80	11.13
500	13	90	11.42
500	13	100	11.56
500	13	110	11.75
500	13	120	12.24
500	25	25	47.55
500	25	30	46.59
500	25	40	46.2
500	25	50	46.95
500	25	60	47.97
500	25	70	48.73
500	25	80	49.01
500	25	90	48.9
500	25	100	48.79
500	25	110	49.4
500	25	120	51.76
500	50	25	269.22
500	50	30	262.02
500	50	40	250.82
500	50	50	242.03
500	50	60	234.14
500	50	70	226.51
500	50	80	219.33
500	50	90	213.67
500	50	100	211.43
500	50	110	215.4
500	50	120	229.19
500	100	25	1389
500	100	30	1366
500	100	40	1312
500	100	50	1249
500	100	60	1182
500	100	70	1119
500	100	80	1066
500	100	90	1031
500	100	100	1026
500	100	110	1062
500	100	120	1150
700	13	25	17.3
700	13	30	19.34
700	13	40	22.29
700	13	50	24
700	13	60	24.79
700	13	70	24.98
700	13	80	24.9
700	13	90	24.85
700	13	100	25.15
700	13	110	26.13
700	13	120	28.1
700	25	25	92.32
700	25	30	98.35
700	25	40	106.21
700	25	50	109.54
700	25	60	109.65
700	25	70	107.84
700	25	80	105.4
700	25	90	103.64
700	25	100	103.87
700	25	110	107.38
700	25	120	115.47
700	50	25	504.09
700	50	30	500.28
700	50	40	492.67
700	50	50	490.1
700	50	60	487.53
700	50	70	480.56
700	50	80	465.81
700	50	90	442.93
700	50	100	423.79
700	50	110	437.73
700	50	120	490.33
700	100	25	2538
700	100	30	2501
700	100	40	2428
700	100	50	2364
700	100	60	2300
700	100	70	2210
700	100	80	2086
700	100	90	1959
700	100	100	1916
700	100	110	2066
700	100	120	2388
1000	13	25	52.82
1000	13	30	54.41
1000	13	40	57.58
1000	13	50	59.42
1000	13	60	61.27
1000	13	70	61.45
1000	13	80	59.98
1000	13	90	57.64
1000	13	100	56.35
1000	13	110	59.12
1000	13	120	66
1000	25	25	240.74
1000	25	30	244.55
1000	25	40	252.17
1000	25	50	255.66
1000	25	60	259.14
1000	25	70	256.44
1000	25	80	248.2
1000	25	90	236.37
1000	25	100	229.03
1000	25	110	238.34
1000	25	120	264.27
1000	50	25	1117
1000	50	30	1117
1000	50	40	1118
1000	50	50	1107
1000	50	60	1097
1000	50	70	1065
1000	50	80	1014
1000	50	90	955.16
1000	50	100	927.48
1000	50	110	968.06
1000	50	120	1075
1000	100	25	5329
1000	100	30	5339
1000	100	40	5242
1000	100	50	5035
1000	100	60	4773
1000	100	70	4510
1000	100	80	4301
1000	100	90	4200
1000	100	100	4262
1000	100	110	4540
1000	100	120	5091
