25	50	70	1.2
25	50	80	1
25	50	90	0.82
25	50	100	0.74
25	50	110	0.77
25	50	120	0.82
25	100	25	35.7
25	100	30	29
25	100	40	20.12
25	100	50	14
25	100	60	11.2
25	100	70	9
25	100	80	7.8
25	100	90	6.8
25	100	100	6.32
25	100	110	7
25	100	120	8
25	200	25	126.99
25	200	30	118.67
25	200	40	105.73
25	200	50	94.57
25	200	60	83.02
25	200	70	75.75
25	200	80	67.48
25	200	90	62.8
25	200	100	60.36
25	200	110	62.8
25	200	120	68.67
25	300	25	277.2
25	50	25	5.8
25	50	30	4.6
25	50	40	3.2
25	50	50	2.2
25	50	60	1.7
25	300	30	264.4
25	300	40	241.5
25	300	50	221.6
25	300	60	201
25	300	70	185.7
25	300	80	175
25	300	90	168
25	300	100	169.2
25	300	110	178
25	300	120	192
50	50	25	11.06
50	50	30	10.11
50	50	40	8.57
50	50	50	7.22
50	50	60	5.78
50	50	70	4.83
50	50	80	3.74
50	50	90	2.99
50	50	100	2.39
50	50	110	2.34
50	50	120	2.79
50	100	25	66.83
50	100	30	61.75
50	100	40	50
50	100	50	40
50	100	60	32.97
50	100	70	28.24
50	100	80	23.51
50	100	90	19.77
50	100	100	17.48
50	100	110	17.83
50	100	120	20.87
50	200	25	284.76
50	200	30	267.53
50	200	40	236.35
50	200	50	213.44
50	200	60	188.94
50	200	70	170.71
50	200	80	154.93
50	200	90	145.42
50	200	100	141.18
50	200	110	148.06
50	200	120	164.04
50	300	25	637
50	300	30	614.6
50	300	40	563.9
50	300	50	526.8
50	300	60	483
50	300	70	455.6
50	300	80	433.5
50	300	90	420.9
50	300	100	426
50	300	110	447.5
50	300	120	482.5
100	25	25	4.08
100	25	30	3.72
100	25	40	3.16
100	25	50	2.64
100	25	60	2.29
100	25	70	1.83
100	25	80	1.57
100	25	90	1.4
100	25	100	1.21
100	25	110	1.21
100	25	120	1.25
100	50	25	23.41
100	50	30	23.21
100	50	40	20.02
100	50	50	16.48
100	50	60	13.25
100	50	70	11.25
100	50	80	9.51
100	50	90	8.07
100	50	100	7.82
100	50	110	7.67
100	50	120	8.12
100	100	25	128.43
100	100	30	123.95
100	100	40	108.96
100	100	50	93.97
100	100	60	79.83
100	100	70	69.67
100	100	80	61.15
100	100	90	52.64
100	100	100	50.7
100	100	110	51.05
100	100	120	56.52
100	200	25	650.4
100	200	30	625.17
100	200	40	575.93
100	200	50	525.55
100	200	60	479.07
100	200	70	442.81
100	200	80	410.64
100	200	90	393.81
100	200	100	392.92
100	200	110	415.13
100	200	120	458.36
200	25	25	9.89
200	25	30	9.19
200	25	40	8.31
200	25	50	7.49
200	25	60	6.6
200	25	70	6.12
200	25	80	5.87
200	25	90	6.13
200	25	100	6.2
200	25	110	6.6
200	25	120	6.88
200	50	25	50
200	50	30	48
200	50	40	40
200	50	50	35
200	50	60	32
200	50	70	31
200	50	80	30
200	50	90	30
200	50	100	30
200	50	110	30.1
200	50	120	30.5
200	100	25	320
200	100	30	285
200	100	40	230
200	100	50	205
200	100	60	197
200	100	70	190
200	100	80	185
200	100	90	180
200	100	100	175
200	100	110	180
200	100	120	190
200	200	25	1400
200	200	30	1380
200	200	40	1350
200	200	50	1310
200	200	60	1290
200	200	70	1240
200	200	80	1215
200	200	90	1205
200	200	100	1200
200	200	110	1280
200	200	120	1370
300	25	25	18.8
300	25	30	18.2
300	25	40	17.7
300	25	50	16.9
300	25	60	16.5
300	25	70	16.3
300	25	80	16.15
300	25	90	16.09
300	25	100	16.05
300	25	110	16.32
300	25	120	17.1
300	50	25	100
300	50	30	95
300	50	40	88
300	50	50	80
300	50	60	75
300	50	70	70.7
300	50	80	70
300	50	90	69.1
300	50	100	68.98
300	50	110	70.6
300	50	120	71.2
300	100	25	627.18
300	100	30	598.96
300	100	40	551.19
300	100	50	518.49
300	100	60	475
300	100	70	430
300	100	80	410
300	100	90	395
300	100	100	374.77
300	100	110	400
300	100	120	408
300	200	25	3090
300	200	30	3040.79
300	200	40	2875.7
300	200	50	2733.12
300	200	60	2607.78
300	200	70	2502.9
300	200	80	2428.55
300	200	90	2429.59
300	200	100	2650
300	200	110	3055.38
300	200	120	3566.43
500	13	25	13.25
500	13	30	13.1
500	13	40	12.8
500	13	50	12.3
500	13	60	12.17
500	13	70	11.95
500	13	80	11.8
500	13	90	11.7
500	13	100	11.54
500	13	110	11.95
500	13	120	13.01
500	25	25	70
500	25	30	65
500	25	40	58
500	25	50	56
500	25	60	54.7
500	25	70	53.5
500	25	80	52.1
500	25	90	51.61
500	25	100	51.01
500	25	110	52.83
500	25	120	56.46
500	50	25	310
500	50	30	300
500	50	40	280
500	50	50	265
500	50	60	240
500	50	70	226
500	50	80	223
500	50	90	221.09
500	50	100	219.26
500	50	110	226.53
500	50	120	250.82
500	100	25	1470.03
500	100	30	1389.56
500	100	40	1330.36
500	100	50	1291.18
500	100	60	1247.24
500	100	70	1180.99
500	100	80	1136.93
500	100	90	1089.3
500	100	100	1097.14
500	100	110	1186.67
500	100	120	1345.81
700	13	25	28.2
700	13	30	28.1
700	13	40	27.8
700	13	50	27.3
700	13	60	27
700	13	70	26.47
700	13	80	25.88
700	13	90	25.4
700	13	100	25.76
700	13	110	27.64
700	13	120	30.93
700	25	25	130
700	25	30	123
700	25	40	119
700	25	50	114.2
700	25	60	113.1
700	25	70	112.36
700	25	80	108.12
700	25	90	106
700	25	100	105.68
700	25	110	114.79
700	25	120	126.93
700	50	25	660
700	50	30	610
700	50	40	580
700	50	50	530
700	50	60	509
700	50	70	488.9
700	50	80	459.78
700	50	90	455.79
700	50	100	454.87
700	50	110	497.38
700	50	120	553.61
700	100	25	2688.07
700	100	30	2625.58
700	100	40	2551.15
700	100	50	2496.96
700	100	60	2320.37
700	100	70	2237.17
700	100	80	2146.24
700	100	90	2151.93
700	100	100	2278.82
700	100	110	2558.23
700	100	120	2955.61
1000	13	25	72.5
1000	13	30	70.5
1000	13	40	68
1000	13	50	63.3
1000	13	60	60.72
1000	13	70	60.13
1000	13	80	57.68
1000	13	90	57.68
1000	13	100	60.72
1000	13	110	67.43
1000	13	120	79.88
1000	25	25	310
1000	25	30	300
1000	25	40	281
1000	25	50	257.52
1000	25	60	244.72
1000	25	70	241.11
1000	25	80	236.86
1000	25	90	232.62
1000	25	100	244.14
1000	25	110	271.46
1000	25	120	317.6
1000	50	25	1400
1000	50	30	1260
1000	50	40	1170
1000	50	50	1105
1000	50	60	1020.65
1000	50	70	957.55
1000	50	80	924.28
1000	50	90	917.59
1000	50	100	1004.04
1000	50	110	1171.13
1000	50	120	1301.72
1000	100	25	6030
1000	100	30	5300
1000	100	40	4810
1000	100	50	4394
1000	100	60	4386.98
1000	100	70	4395.63
1000	100	80	4565.25
1000	100	90	5300.96
1000	100	100	6076.35
1000	100	110	6994.29
1000	100	120	7715.76
